原文	语言	首选简中译名	别名	类别	适用作品	备注	依据	状态
ピラニアモカシン	ja	莫卡辛鞋 食人鱼		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI013	verified
White Norimaki 750s	en	海苔卷鞋750 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI014	verified
ノリマキ750 ホワイト	ja	海苔卷鞋750 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI014	verified
Black Norimaki 750s	en	海苔卷鞋750 黑色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI015	verified
ノリマキ750 ブラック	ja	海苔卷鞋750 黑色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI015	verified
Sunset Orca Hi-Tops	en	虎鲸高筒鞋 日落		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI016	verified
オルカHi サンセット	ja	虎鲸高筒鞋 日落		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI016	verified
Red & Black Squidkid IV	en	饵木钓鞋4 红配黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI017	verified
エギング4 アカクロ	ja	饵木钓鞋4 红配黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI017	verified
Blue & Black Squidkid IV	en	饵木钓鞋4 蓝配黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI018	verified
エギング4 アオクロ	ja	饵木钓鞋4 蓝配黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI018	verified
Gray Sea-Slug Hi-Tops	en	海蛞蝓镇高筒鞋 灰色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI019	verified
ウミウシタウンHi グレー	ja	海蛞蝓镇高筒鞋 灰色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI019	verified
Orca Hi-Tops	en	虎鲸高筒鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI020	verified
オルカHi	ja	虎鲸高筒鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI020	verified
Navy Enperrials	en	皇家靴 海军		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI022	verified
エンペリアルNV	ja	皇家靴 海军		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI022	verified
Amber Sea Slug Hi-Tops	en	海蛞蝓镇高筒鞋 琥珀		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI023	verified
ウミウシタウンHi アンバー	ja	海蛞蝓镇高筒鞋 琥珀		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI023	verified
Yellow Iromaki 750s	en	综合卷鞋750 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI024	verified
イロマキ750 イエロー	ja	综合卷鞋750 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI024	verified
Red & White Squidkid V	en	饵木钓鞋5 白配红		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI025	verified
エギング5 シロアカ	ja	饵木钓鞋5 白配红		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI025	verified
Honey & Orange Squidkid V	en	饵木钓鞋5 蜂蜜橘子		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI026	verified
エギング5 ハニオレ	ja	饵木钓鞋5 蜂蜜橘子		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI026	verified
Sun & Shade Squidkid IV	en	饵木钓鞋4 黄配深蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI027	verified
エギング4 キイコン	ja	饵木钓鞋4 黄配深蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI027	verified
Orca Woven Hi-Tops	en	虎鲸高筒鞋 梭织		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI028	verified
オルカHi ウーブン	ja	虎鲸高筒鞋 梭织		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI028	verified
Green Iromaki 750s	en	综合卷鞋750 绿色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI029	verified
イロマキ750 グリーン	ja	综合卷鞋750 绿色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI029	verified
Purple Iromaki 750s	en	综合卷鞋750 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI030	verified
イロマキ750 パープル	ja	综合卷鞋750 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI030	verified
Red Iromaki 750s	en	综合卷鞋750 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI031	verified
イロマキ750 レッド	ja	综合卷鞋750 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI031	verified
Blue Iromaki 750s	en	综合卷鞋750 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI032	verified
イロマキ750 ブルー	ja	综合卷鞋750 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI032	verified
Orange Iromaki 750s	en	综合卷鞋750 橘色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI033	verified
イロマキ750 オレンジ	ja	综合卷鞋750 橘色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI033	verified
Red Power Stripes	en	能力条纹鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI034	verified
パワーストリップ アカアシ	ja	能力条纹鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI034	verified
Blue Power Stripes	en	能力条纹鞋 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI035	verified
パワーストリップ アオアシ	ja	能力条纹鞋 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI035	verified
Toni Kensa Black Hi-Tops	en	条纹鞋 剑尖鱿特制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI036	verified
ストリップ タタキベッチュー	ja	条纹鞋 剑尖鱿特制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI036	verified
Sesame Salt 270s	en	芝麻盐巴鞋270		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI037	verified
ゴマシオ270	ja	芝麻盐巴鞋270		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI037	verified
Black & Blue Squidkid V	en	饵木钓鞋5 黑配蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI038	verified
エギング5 クロアオ	ja	饵木钓鞋5 黑配蓝		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI038	verified
Orca Passion Hi-Tops	en	虎鲸高筒鞋 热情		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI039	verified
オルカHi パッション	ja	虎鲸高筒鞋 热情		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI039	verified
Truffle Canvas Hi-Tops	en	高筒帆布鞋 松露		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI040	verified
キャンバスHi トリュフ	ja	高筒帆布鞋 松露		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI040	verified
Force ReBoots	en	能力重置高筒鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI042	verified
パワーリセットHi	ja	能力重置高筒鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI042	verified
Tenya OctoReds	en	天亚8篮球鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI043	verified
テンヤ8 レッド	ja	天亚8篮球鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI043	verified
Tenya OctoPurps	en	天亚8篮球鞋 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI044	verified
テンヤ8 パープル	ja	天亚8篮球鞋 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI044	verified
Pearl 01STERs	en	01STER 琥珀		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI045	verified
01STER コハク	ja	01STER 琥珀		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI045	verified
Zebrafish Hi-Tops	en	鹈足青螺高筒鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI046	verified
ウノアシHi	ja	鹈足青螺高筒鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI046	verified
Dustcloud Hi-Tops	en	迷彩运动鞋 土遁		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI047	verified
カモスニーカー ドトン	ja	迷彩运动鞋 土遁		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI047	verified
Seafoam Hi-Tops	en	迷彩运动鞋 水遁		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI048	verified
カモスニーカー スイトン	ja	迷彩运动鞋 水遁		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI048	verified
White Lo-Vert Hi-Tops	en	河鲈高筒鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI049	verified
パーチHi ホワイト	ja	河鲈高筒鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI049	verified
Blue & Black Squidkid III	en	饵木钓鞋3 蓝黑白		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI050	verified
エギング3 アオクロシロ	ja	饵木钓鞋3 蓝黑白		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI050	verified
Red & White Squidkid III	en	饵木钓鞋3 红白黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI051	verified
エギング3 アカシロクロ	ja	饵木钓鞋3 红白黑		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI051	verified
Onyx 01STERs	en	01STER 甘露酱油		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI052	verified
01STER カンロ	ja	01STER 甘露酱油		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI052	verified
Crab-Trap Squidkid III	en	饵木钓鞋3 ZY		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI053	verified
エギング3 ZY	ja	饵木钓鞋3 ZY		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHI053	verified
Pink Trainers	en	糖果运动鞋 粉红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT000	verified
ピンクビーンズ	ja	糖果运动鞋 粉红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT000	verified
Orange Arrows	en	箭标鞋 橘色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT001	verified
オレンジアローズ	ja	箭标鞋 橘色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT001	verified
Neon Sea Slugs	en	海蛞蝓鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT002	verified
ウミウシイエロー	ja	海蛞蝓鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT002	verified
White Arrows	en	箭标鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT003	verified
ホワイトアローズ	ja	箭标鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT003	verified
Cyan Trainers	en	糖果运动鞋 蓝绿色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT004	verified
シアンビーンズ	ja	糖果运动鞋 蓝绿色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT004	verified
Blue Sea Slugs	en	海蛞蝓鞋 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT005	verified
ウミウシブルー	ja	海蛞蝓鞋 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT005	verified
Red Sea Slugs	en	海蛞蝓鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT006	verified
ウミウシレッド	ja	海蛞蝓鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT006	verified
Purple Sea Slugs	en	海蛞蝓鞋 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT007	verified
ウミウシパープル	ja	海蛞蝓鞋 紫色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT007	verified
Crazy Arrows	en	箭标鞋 狂热		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT008	verified
クレイジーアローズ	ja	箭标鞋 狂热		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT008	verified
Black Trainers	en	糖果运动鞋 黑色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT009	verified
ブラックビーンズ	ja	糖果运动鞋 黑色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT009	verified
Violet Trainers	en	糖果运动鞋 紫花地丁		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT010	verified
スミレビーンズ	ja	糖果运动鞋 紫花地丁		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT010	verified
Canary Trainers	en	糖果运动鞋 金丝雀		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT011	verified
カナリアビーンズ	ja	糖果运动鞋 金丝雀		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT011	verified
Yellow-Mesh Sneakers	en	艾洛网眼运动鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT012	verified
アロメッシュイエロー	ja	艾洛网眼运动鞋 黄色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT012	verified
Arrow Pull-Ons	en	箭标鞋 剑尖鱿特制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT013	verified
アローズ タタキベッチュー	ja	箭标鞋 剑尖鱿特制		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT013	verified
Orange-Mesh Sneakers	en	艾洛网眼运动鞋 朱红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT014	verified
アロメッシュバーミリオン	ja	艾洛网眼运动鞋 朱红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT014	verified
N-Pacer CaO	en	皇耆鞋CaO		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT015	verified
エンペーサーCaO	ja	皇耆鞋CaO		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT015	verified
N-Pacer Ag	en	皇耆鞋Ag		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT016	verified
エンペーサーAg	ja	皇耆鞋Ag		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT016	verified
N-Pacer Au	en	皇耆鞋Au		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT017	verified
エンペーサーAu	ja	皇耆鞋Au		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT017	verified
Sea Slug Volt 95s	en	海蛞蝓鞋 伏特95		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT018	verified
ウミウシボルト95	ja	海蛞蝓鞋 伏特95		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT018	verified
Athletic Arrows	en	箭标鞋 运动		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT019	verified
アスレチックアローズ	ja	箭标鞋 运动		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT019	verified
U Jellys	en	鱿鱼生鱼片 Scramble		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT020	verified
イカサシ スクランブル	ja	鱿鱼生鱼片 Scramble		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT020	verified
Hyper Guppies	en	佛朗明哥孔雀鱼运动鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT021	verified
グッピーフラミンゴ	ja	佛朗明哥孔雀鱼运动鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT021	verified
Turbo Tabi Red	en	MOVE跑鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT022	verified
MOVEレッド	ja	MOVE跑鞋 红色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT022	verified
E-JECT 30XX	en	MODZ-9		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT023	verified
MODZ-9	ja	MODZ-9		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT023	verified
Slamgerine Slip-Ons	en	贝壳柱WO		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT024	verified
シェルバシラWO	ja	贝壳柱WO		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT024	verified
Mako Bucket Hi-Tops	en	双鱼翅		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT025	verified
フカヒレニマイバ	ja	双鱼翅		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT025	verified
Blue Shrimpsiders	en	虾蛄关节运动鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT026	verified
シャコナックル	ja	虾蛄关节运动鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT026	verified
E-JECT 30VV	en	MODZ-9S		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT027	verified
MODZ-9S	ja	MODZ-9S		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT027	verified
OB Gaiter Waders	en	水母套鞋AKA		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT028	verified
クラゲイターAKA	ja	水母套鞋AKA		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT028	verified
AG Gaiter Waders	en	水母套鞋MIZ		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT029	verified
クラゲイターMIZ	ja	水母套鞋MIZ		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT029	verified
Noir Guppies	en	纯黑孔雀鱼运动鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT030	verified
グッピーフルブラック	ja	纯黑孔雀鱼运动鞋		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT030	verified
LT-CL0WN	en	LT90-3		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT031	verified
LT90-3	ja	LT90-3		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SHT031	verified
Blue Lo-Tops	en	低筒鞋 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO000	verified
グリッチョ ブルー	ja	低筒鞋 蓝色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO000	verified
Banana Basics	en	帆布鞋 香蕉		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO001	verified
キャンバス バナナ	ja	帆布鞋 香蕉		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO001	verified
LE Lo-Tops	en	低筒鞋 绿色限定版		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO002	verified
グリッチョ グリーン 限定版	ja	低筒鞋 绿色限定版		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO002	verified
White Seahorses	en	海马鞋 白色		鞋子	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Shoes#SLO003	verified
